,username,comment,Pre-processing,label_sentimen,score,sentimen_numerik
423,afifbashair,"Masih sama dg yg kemaren, impor produk luar mengganggu indutri dalam negri. Setuju. Setuju juga dengan impor beras dsb. yg mengganggu bahan pangan lokal dan petani lokal. just my opinion",kemaren impor produk ganggu indutri negeri tuju tuju impor beras dan bagai ganggu bahan pangan lokal tani lokal just my opinion,negatif,-0.06130000000000002,0
425,gee.photoscape,"Go Green = Trifting , Valid no Bacot🔥",go green trifting valid nomor bacot,negatif,-0.10599999999999998,0
426,justshinra666,Mending ori tapi lokal ga sih?,mending original lokal,negatif,-0.15360000000000007,0
428,duniailmu_,Otw thrifting brand lokal indonesiahh 👀,lagi di jalan thrifting brand lokal indonesiahh,negatif,-0.6124,0
429,kabar.aku,"mahal pak deh, kalo murah mah hayuuu like that tara ra ra tara ra ra",mahal deh murah mah hayuu like that tara ra ra tara ra ra,positif,0.4413,1
430,putragil10,"yang murah² aja, kaos lokal skrng harganya udh gda yg merakyat,",murah kaos lokal sekarang harga sudah tidak ada rakyat,negatif,-0.013499999999999956,0
432,m.rachmanfebian,Apalagi impor pangan sangat2 mengganggu,impor pangan ganggu,negatif,-0.7184,0
433,amndaaa4_,Setuju g pren? @fprlaa,tuju pren,negatif,-0.10599999999999998,0
434,dinulfadli_,"Solusinya dong, ngab joko 😢",solusi ngab joko,positif,0.6124,1
435,aansigitpranata_,Sianlah sodare saye ni 😢 @giggitjariii,sian sodare saye ni,negatif,-0.6124,0
437,haykzl,"hilangkan ""lokalpride"" pada produk lokal... sm sj menjijikkan",hilang lokalpride produk lokal sama saja jijik,negatif,-0.03310000000000002,0
438,firmanrid_,@riandyriskya open bit,open bit,negatif,-0.6124,0
439,ANDRIEIYU,Penjual baju bekas ketek bule kepanasan aokwowkwowko 🤣,jual baju bekas ketek bule panas aokwowkwowko,positif,0.10300000000000009,1
441,agunigf,"As a student of garment, im totally agree with this!! Padahal banyak banget local brand yang bagus dan terjangkau. Let's support UMKM‼️. Tapi seharusnya pemerintahan membuat solusi atas pernyataan yang dibuat. Dimana banyak sekali yang mengeluh tentang local brand yang overprice, dan justru itulah yang membuat mereka pindah haluan ke thrift. Tapi masih banyak orang awam yang gatau betapa ruginya pihak perindustrian tentang usaha dalam negri.",as student of garment im totally tuju with this banget lokal brand bagus jangkau let support umkm perintah solusi nyata mana keluh lokal brand overprice pindah haluan thrift orang awam tidak tau betapa rugi industri usaha negeri,negatif,-0.005899999999999905,0
443,oposiaku,SING GANGGU KI IMPOR BERAS😂,sing ganggu ki impor beras,positif,0.07219999999999993,1
445,xcornerstonex,Disini ada yang jual kaos beruang petir gak ?,jual kaos beruang petir,negatif,-0.625,0
446,whynot._77,Pake kaos zeus aja udah,pakai kaos zeus sudah,negatif,-0.2277999999999999,0
447,azzy_laimanto,Mantap pak,mantap,positif,0.7906,1
448,borbuns_,@mhmmadfuaddt @mas_aco kasih paham sam si pakde,kasih paham sam pakde,positif,0.20879999999999999,1
449,toko.gumbira,Naon nu dirasa atuh wi,apa nu rasa atuh wi,negatif,-0.8402,0
450,dean.mora,"Gak ada thrift lagi ini mah gas, jadi kek angga ini mah wkwkw @baqasriyadi @galiant",thrift mah gas seperti angga mah wkwkw,negatif,-0.7906,0
451,frdiinnd,@zamzamialfauqi @nblsrt_ tangkap pak,tangkap,negatif,-0.6124,0
453,chilmyyyyy,Better Save Your Money Than Buying Fake Stuff,better save your uang than buying fake stuff,positif,0.20879999999999999,1
454,juliia.ap,@ndyahfzh_ @ftrtnnisa_ @alitadwyt_ padahal enak cepe dpt 3 wkwk,enak cepe dapat wkwk,positif,0.03480000000000005,1
455,muhdanirmdn,@mahpiestuff kau tak nak pindah negara ke?,kau nak pindah negara,negatif,-0.36240000000000006,0
457,n1zaaaar_,Jadi solusinya adalah perbanyak produksi baju PARTAI🔥,solusi banyak produksi baju partai,positif,0.28769999999999996,1
458,kyy.dickyy,"aelah pak saya beli pake duit sndiri ga pake duit negara, emang bener pake kaos partai aja",aelah beli pakai duit sendiri pakai duit negara emang bener pakai kaos partai,negatif,-0.15260000000000007,0
461,dinianggi,"Ayo brand lokal perbaiki khualitasnya jangan cuma bersaing harga aja,moso harga setars brand luar tapi khualitas ya gtu deh. .buat kaum mendang mending jadi pertimbangan.",ayo brand lokal baik khualitasnya saing harga moso harga setars brand khualitas begitu deh kaum dang mending timbang,positif,0.2497999999999999,1
462,aakmaal_s,Mang eaaaak *lanjut nonton live thrifting,mang eaak nonton live thrifting,positif,0.6124,1
463,dehanaditya,Udah paling bener jualan gorengan depan perumahan,sudah bener jual goreng rumah,positif,0.15260000000000007,1
466,denisyabani,ngerusak product china #savechina,rusak produk china,positif,0.12179999999999991,1
467,gaidanamanya,"THRIF DILARANG, AKAN BELI BAJU BARU BRAND LUAR YG KUALITAS JELAS BAGUS, NGGA AKAN BELI LOKAL 🔥",thrif larang beli baju brand kualitas bagus tidak beli lokal,negatif,-0.025900000000000034,0
468,robinurhdi,Industri dalem negeri harganya selangit pak @jokowi,industri dalem negeri harga langit,positif,0.15360000000000007,1
469,salmaaurr,"kenapa harus menyalahkan thrifting? local brand kalah saing kalah peminat seharusnya dievaluasi, apa sih penyebab peminat local brand lebih sedikit dibanding pakaian thrift. oh mungkin karena harganya, mungkin juga karena qualitynya. di tahun 2020 pandemi covid banyak orang kehilangan pekerjaannya, kekurangan bahkan tidak ada pemasukan. sejak saat itu orang orang juga mikir buat bangun usaha dengan sedikit uang yang mereka punya. akhirnya lama lama thrift berkembang diindonesia, orang orang yang tidak punya pekerjaan, skrg mereka bisa punya usaha, mereka bisa mengais rezeki dr usaha yang mereka punya, pakaian thriftlah yang akhirnya menjadi sumber uang buat mereka yang bisa menghidupi mereka di luar sana. bahkan mereka diluar sana yang menginginkan produk seperti zar*, uniql*, dll tetapi dengan harga yang murah karena mungkin ketidakmampuan mereka atau keterbatasan dr mereka (mungkin para pelajar) mereka bisa membeli pakaian thrift. seharusnya, tidak perlu mengambing hitamkan salah satunya, karena keduanya memiliki peminat masing masing, pasar masing masing. apakah dengan melarang pakaian thrift orang orang akan beralih ke brand lokal? belum tentu, setiap orang punya hak untuk memilih itu. jika thrift dilarang memangnya apa solusi yang tepat untuk orang orang yang punya usaha thrift? melarang larang tapi tidak ada solusinya. lalu mau dikemanakan barang barang yang sudah mereka beli untuk mereka jual lagi? apakah negara yang akan menggantinya?",salah thrifting lokal brand kalah saing kalah minat evaluasi sebab minat lokal brand banding pakai thrift oh harga qualitynya pandemi covid orang hilang kerja kurang pasu orang orang berfikir bangun usaha uang thrift kembang indonesia orang orang kerja sekarang usaha kais rezeki dari usaha pakai thriftlah sumber uang hidup luar produk zar uniql dan lain harga murah ketidakmampuan batas dari ajar beli pakai thrift ambing hitam salah satu milik minat pasar larang pakai thrift orang orang alih brand lokal orang hak pilih thrift larang memang solusi orang orang usaha thrift larang larang solusi mana barang barang beli jual negara ganti,negatif,-0.0006999999999999229,0
470,abishaleh,Ga semua murah itu bagus gaes,murah bagus gaes,negatif,-0.04959999999999998,0
471,hsnh.jml5834,apa kabar yang jastip dari LN pak? di bandara pake koper gede bilangnya oleh2 buat keluarga padahal buat customer😂😂😂,kabar jastip ln bandara pakai koper besar bilang keluarga customer,positif,0.032399999999999984,1
472,mhmd_akbaarr,bru sadar tah,baru sadar tah,positif,0.20879999999999999,1
473,virrr.ajjjj,"saya kaum thrifting jg ikut trganggu dgn pernytaan ini, toh sblm adany brang luar msuk krna menganggu industri lokal,negara ini pun ekonomi ny jg sdh krisis sharusny pengelola negara lbih memahami lgi suara dan keingin rakyat",kaum thrifting juga trganggu pernytaan belum adany brang masuk karena menganggu industri lokal negara ekonomi juga krisis sharusny kelola negara lebih paham lagi suara ingin rakyat,negatif,-0.35139999999999993,0
474,woy.sob,Ya tapi tidak dengan tiba2 dong… bertahap.. kasian tau orang yg udah nyetok skrg pada di bubarin sama polisi.  Emang ga suka sama rakyat kecil apa gimana si,tahap kasihan orang sudah nyetok sekarang bubarin polisi emang suka rakyat bagaimana,positif,0.09230000000000005,1
475,ma.mabruraziz,Mengganggu karena para oknum gak dapat bagian 🔥🙌 Beda dengan barang import apapun itu yang oknumnya kebagian pasti tidak ada kata menggangguuuuu 😍😍,ganggu oknum beda barang import apa oknum bagi menggangguu,negatif,-0.24,0
476,windy.reyel,Jadi pak @jokowi solusi nya apa buat para pedagang Thrift kayak kita ini?,solusi dagang thrift seperti,positif,0.36240000000000006,1
477,uniqlontea,soalnya kebanyakan baju baju alay klo beli di pasar malem @farhadbukanabbas @5lowryyyyyy @emdepey,banyak baju baju alay beli pasar malam,negatif,-0.024600000000000066,0
478,zahramghff,"Baju bekas impor ujung ujungnya jadi limbah, ngerusak lingkungan sih jadinya",baju bekas impor ujung ujung limbah rusak lingkung,negatif,-0.03980000000000006,0
480,apasmaksudi,"Aduh paaaak paaak,lebih mengganggu lagi korupsi loo.setidaknya tidak mencuri uang negara.pahami lah kata kata ""rejeki sudah ada yg mengatur""selama tidak merusak dan merugikan negara gausah di usik pak",aduh paak paak ganggu korupsi loo curi uang negara paham rejeki atur rusak rugi negara tidak usah usik,negatif,-0.036699999999999955,0
481,ltfahlulu,"Bagus si, support UMKM👏",bagus support umkm,positif,0.12179999999999991,1
482,urcreedz_,Yupp benar sekali sangat relate ketika banyak pabrik memindahkan produksinya ke jateng maka petugas partai ini berusaha mendorong masyarakat membeli produk dalam negeri,yupp relate pabrik pindah produksi jawa tengah tugas partai usaha dorong masyarakat beli produk negeri,negatif,-0.024600000000000066,0
484,kamusmahasiswa,Sampah bekas juga pak. Sudah diusut belum yang kasus impor sampah bekas?,sampah bekas usut impor sampah bekas,negatif,-0.06369999999999998,0
486,pejjyparker,pernah liat 2 org abang adik borju bikin clothing brand dan laku keras gara” ngangkat cerita blablabla n appearance mereka. ini satu contoh dari berbagai banyak brand yg udh sejahtera dan selanjutnya makin sejahtera,lihat orang abang adik borju clothing brand laku keras gara ngangkat cerita blablabla appearance contoh brand sudah sejahtera sejahtera,negatif,-0.032399999999999984,0
487,kakenda_micko,"Pak yang menggangu itu ketika tekstil dalam negri mahal dan kualitasnya rendah, adanya impor pasti karena adanya permintaan. Kalo di stop yang ada nanti testil dalam negri malah naik harganya, faktanya adalah anda tidak perlu tekan tombol love untuk like komentar ini cukup tekan dua kali komentar ini👍🏽",menggangu tekstil negeri mahal kualitas rendah impor minta stop testil negeri harga fakta tekan tombol love like komentar tekan kali komentar,negatif,-0.0042999999999999705,0
488,qrpwot.14,"Solusinya pak, itu brand lokal harganya mahal banget...",solusi brand lokal harga mahal banget,positif,0.9001,1
489,qrpwot.14,"Hah ? Apa? Saya sejak dulu sudah pakai baju bekas...bekas kakak saya, ada banyak..jadi gak perlu sibuk beli baju😂",hah pakai baju bekas bekas kakak sibuk beli baju,positif,0.025900000000000034,1
490,fkriidris,Koruptor mengganggu kesejahteraan masyarakat,koruptor ganggu sejahtera masyarakat,negatif,-0.7184,0
492,sheddieboy,"Setuju dengan pak Jokowi, mungkin sekarang kebijakan YANG diambil terlihat kurang tepat atau KONTRA terhadap banyak pihak, tapi seperti yang sudah kita rasakan sendiri dibawah pemerintahan beliau selama 2 periode, kebijakan yang beliau ambil TERBUKTI visioner, mungkin bukan untuk sekarang, tapi beberapa waktu ke depan, sudah saatnya semua yang bertentangan dengan kebijakan dari pemerintah DIBERANGUS!
LONG LIVE JOKOWI! 🇮🇩",tuju jokowi bijak ambil kontra rasa bawah perintah beliau periode bijak beliau ambil bukti visioner tentang bijak perintah berangus long live jokowi,negatif,-0.021299999999999986,0
496,reyrenaldi26,SESAMA SUKA IMPORT BARANG JGN SALING GANGGU😂,suka impo barang ganggu,negatif,-0.17819999999999991,0
497,ahmadmaulaannaa,bener banget🙌🔥,bener banget,positif,0.46840000000000004,1
499,sabano_office,Tahunnya politik nihh harus pakek kaos partai gaes,tahun politik nihh pakai kaos partai gaes,negatif,-0.9001,0
500,tarelaksita97,Suport kaos partai merah 🔥 wkwk,suport kaos partai merah wkwk,negatif,-0.15659999999999996,0
501,fawwaz1406,"T-t-t-t-tapi kan beras, cabe, bawang juga import😢😢😢",beras cabai bawang import,positif,0.4588,1
502,rifkyeki66,Barang kw lebih merugikan,barang kau rugi,negatif,-0.7906,0
503,arnobissn,"itu depstore Matahari juga banyak lokal, bagus bagus",depstore matahari lokal bagus bagus,negatif,-0.059900000000000064,0
504,ancientbatavia,"cabe bawang minyak pas harganya naik karena terganggu musim atau terganggu impor ? baju kalau beli baru trs ada pajak biaya masuk itu uangnya kmn ?
ke kantong orang yang jualan baju bekas?",cabai bawang minyak pas harga ganggu musim ganggu impor baju beli terus pajak biaya masuk uang mana kantong orang jual baju bekas,negatif,-0.0041999999999999815,0
505,rendysco_,Agree,tuju,negatif,-0.10599999999999998,0
506,ecrawk,Bisnis sabu kek tedy minahasa oke ya pak,bisnis sabu seperti tedy minahasa oke,positif,0.5406,1
507,iera_chiaki,"Thrift itu justru jadi peluang usaha buat banyak orang, lah brand lokal banyakan harga selangit kualitas loyo kok..",thrift peluang usaha orang brand lokal banyak harga langit kualitas loyo,positif,0.06820000000000004,1
508,hidayatsari,Lebih bagus produksi barang KW pak yg di hentikan dibanding barang thrift impor yg dilarang,bagus produksi barang kau henti banding barang thrift impor larang,negatif,-0.17320000000000002,0
509,robbyhee_,Tutup aja produksi barang kw,tutup produksi barang kau,negatif,-0.4588,0
510,purmagita,Urusin duLu dah yg pda korupsi pak..,urusin sudah pada korupsi,negatif,-0.3061999999999999,0
511,baristatir,Di bahrain banyak yang jual pakaian bekas & king pun ga komplain 😊,bahrain jual pakai bekas king komplain,positif,0.17819999999999991,1
513,calissrytedja,Ya tapi ga dibakar juga tuh bajau kaliiii😂,bakar bajau kali,negatif,-0.36240000000000006,0
514,massdeeee_,"Omong ""0""",omong,negatif,-0.7184,0
516,gemilangnst,"Dasar Datanya liat dimana ya? Kok bisa sangat mengganggu,",dasar data lihat mana ganggu,negatif,-0.26259999999999994,0
517,indra_parkerr,Ngapain pusing-pusing mikirin baju bekas korupsi yang jelas ngerugiin negara belum juga kelar,ngapain pusing pusing pikir baju bekas korupsi rugi negara kelar,negatif,-0.0524,0
518,mhmmd.senoaji,"Apapun bajunya, ngasihnya tetep dilempar",apa baju beri tetap lempar,positif,0.08440000000000003,1
519,anaakemarinsore,iyasi ganggu industri tekstil,iyasi ganggu industri tekstil,negatif,-0.7184,0
520,putrays,jangan lupa impor tenaga kerja asing pak,lupa impor tenaga kerja asing,positif,0.2277999999999999,1
521,pithecanthropus.erectus__,"Maksudnya mengganggu industri dalam negeri china? Gw liat di marketplace banyak yg dari china, ada yg dikirim dari sana langsung pula",maksud ganggu industri negeri china saya lihat marketplace china kirim langsung,positif,0.04310000000000003,1
522,get___yourstyle,Gak usah bicara thrift merusak umkm pak kalau produk dalam negri aja MADEIN CHINA,bicara thrift rusak umkm produk negeri madein china,positif,0.12179999999999991,1
523,muhammadrendraaaa,makanya @bekasan.cuan jual barang baru dong wkwk,cuan jual barang wkwk,positif,0.25,1
525,secorecardstuff,KONTOL,kontol,negatif,-0.7906,0
526,ezscal,"iya si, selain menjijikan itu juga sumber penyakit. salute🙌",iya jijik sumber sakit salute,negatif,-0.9325,0
527,alfito.gifari,Emang penyakit hati paling sulit dihilangkan,emang sakit hati sulit hilang,negatif,-0.15260000000000007,0
528,byvspr,Solusi terbaik adalah ...,solusi baik,positif,0.5902,1
530,osscarhs.06,Sklian stop smua brand luar elektronik mobil motor baru gw setuju,sklian stop semua brand elektronik mobil motor saya tuju,negatif,-0.08340000000000003,0
531,penyroyalltea,Paling bener kaos polos udh 😌,bener kaos polos sudah,negatif,-0.07840000000000003,0
532,cindywlng,Yg thrifthing juga pada akhirnya membuka lapangan pekerjaan bagi masyarakat lohhh 😍,thrifthing buka lapang kerja masyarakat lohh,positif,0.28769999999999996,1
533,ngabmiko.jpg,🥺🥺🥺 ayo masyarakat 🥺🥺🥺 naikin usaha lokal 🥺🥺🥺🥺 then it's a piece of t shirt that worth like 500k each TAIK LO,ayo masyarakat naikin usaha lokal then it piece of shirt that worth like each taik kamu,negatif,-0.128,0
534,nannomky,"Yang namanya bisnis itu utamakan kualitas produk, bukan gimick",nama bisnis utama kualitas produk gimick,positif,0.9325,1
535,yofiadrian_13,bapak ada ada sajah,saja,negatif,-0.6124,0
536,yafiik_,gpp di stop aja pak penting brand lokal harganya turunin chuaaaaaaks,tidak-apa-apa stop brand lokal harga turunin chuaaks,positif,0.2277999999999999,1
537,alamsyah.64,"Disamping mengganggu industri dalam negeri,juga akan menambah sampah di Indonesia.Karena pakaian pakaian itu dalam waktu yang tidak akan menjadi sampai ,karena aus ,robek dan rusak.",samping ganggu industri negeri tambah sampah indonesia pakai pakai aus robek rusak,negatif,-0.14700000000000002,0
