,username,comment
751,hendrikusreza,"toh penjualan pakaian bekas import dan pakaian lokal sama sama lapangan usaha orang lokal itu sendiri, yang tujuan mesejahterakan pengusaha lokal itu sendiri. ya kalo bisa berjalan berdampingan tidak melulu condong ke salah satu pihak."
752,ben666ol,Soalnya mahal
753,obedginting17,Rip monja😢
754,imamshafii_,👏👏👏
755,alditirtaaa_,Tlalu mahal produk dlm negri
756,niichhooo,Yo piye ya.. larang o pakde
757,deboragracia_,ngethrift ga boleh itu karenaaaaaa.. ga jadi ngomong hehehhee takut
758,audycandra,Solusinya ke toko oren baju beruang petir gratis ongkir
759,sucikhoirunnisalubis,"Baru 2 hari yg lalu belanja monja, 200 dapat 7 potong baju.  Habis tuh bajunya di rendam air panas,  baru pakai detergen kurang lbh 1 jam.  Habis tuh dikasih pewangi.  Alhamdulillah aman-aman aja sih."
760,febis_31,Kalo soal bahan masih bagusan dalam negri lho padahal yg bekas cuma menang brand aja
761,mhmmdhabill_,bm kaos gambar muka puan
762,bukan.arie,Kayaknya bapak deh yg lebih banyak menganggu
763,ksg.indoestry,"banyak yang nyari makan dan nyukupin keluarganya di bisnis ini ( baju bekas) pak, meskipun ngak bikin kaya seenggaknya bisa buat nyambung hidup 🙏"
764,sins_yas,"mending urus koluptol pak, di hukum moskad, rakyat akan senang"
765,draftme.dark,Lo ganggu
766,putrataa222,Blang aja mau dipajakin...gak usa malu2
767,nanangprdns,berflowers
768,kastori_yogi,Nge trift dulu ga sih
769,blackducktape,@belalangkupupu_
770,riianramadhann,Pinjol sangat mengganggu indonesia 🔥🔥
771,ayyunisofiyana,"Udah punya pasarnya masing-masing pak. Nggak perlu senggol-senggolan. Nggak selalu orang yang suka ngethrift, beli semua pakaian hasil thrift. Mereka juga beli baju non-thrift. Lagipula dengan adanya pakaian thrifting, limbah produksi dari tekstil yang merusak lingkungan bisa dikurangi. Maybe alih-alih dilarang, bisa dibuat peraturan/kebijakan baru untuk bisnis ini."
772,radityaokinp,Dr pada ngurusin import kaos bekas mending stop import bahan2 pokok dr luar itu lebih membantu
773,masssipoh,Menyesuaikan isi dompet
774,alifyan_irz,"Hasil import garam, gula, bawang, beras, dll, sangat mengganggu kesejahteraan petani dalam negeri"
775,dimskiee,HAHAHAHA LAWAK
776,rifqycils,uhukk
777,ikben_247,"Bukannya makin bermanfaat untuk menjaga kelestarian alam ya ? Secarakan limbah tekstil di Indonesia itu luar biasa, mungkin dengan cara kaya gini bisa mengurangi limbah tekstil."
778,fahir.baladraf,what?
779,khoirudnismail,@salimnur.12 pendapatmu
780,khoirudnismail,YANG PENTING 100 ribu 3 😛
781,khoirudnismail,"sembako, beras juga stop import dong, kasihan petani dan umkm lokas cuaksss"
782,row___4ever,😂
783,gngrai__,sekalian dong stop import beras🤭🤭
784,roastedrizki,Tapi gk sedikit brand local harga import pak. Udh serasa diatas angin mereka. 😂
785,sater.company,Artinya apa bang joko?
786,abd.adammm,Bye bye pasar baruu
787,manarulrifski,beruang petir solusiny
788,hardenwannabe,"industri dalam negeri nya gak berkembang, brand lokal yg terkenal aja banyak banget sizenya ngasal2, baju dengan model dan jenis yg sama, size yang sama(misalnya L), dari toko yang sama, hanya warna yang berbeda bisa gap kesalahan 4cm lebih, kalau masalah bahan udah oke, tp kualitas cuttingan sangat buruk👎🏾 sekadar kritik yg membangun"
789,bernardprass,Tapi itu kan bisnis masyarakat kita juga pak
790,alip_prtma,"Dari sekian banyak komen, ga ada tuh yg nyalahin ""yang meloloskan barang dari luar ke dalam"" 😂"
791,ishabellefleur,tapi ga merugikan bagi kami pak
792,ummii.allifiaadz_02,Banyak peminat karena harganya murah..
793,ahsanulimami,I think this announcement is really uncomfy si
794,panturasian,Katanya thrifting ilegal
795,notthemilky,"Ada marketnya masing masing pak, gausah repot"
796,dffrhn,Akan kami matikan jalur rezeki kalian hahaha 😂
797,ayang_atu_nii,Produk dalam negeri juga bagus2 kok sekarang 😍
798,nasicampur46aconborneo,"Memajukan THRIFT dalam NEGERI Sendiri juga perlu untuk dipertimbangkan, negara luar banyak sekali toko2 bJu seperti ini cuma di indo aj yang ambil stok baju dr luar. Negeri  lain tidak boleh buang baju sembarangan di tong sampah, jdi ad toko u/ sumbang barang2 yang bisa dipakai dan baju yg layak"
799,pheyhairunisa12,Kmren jastip di ribetin skng baju bekas ga boleh di bisnisin.. Orang ga boleh cari cuan kali ya 🙃
800,luwenannn,"Produk lokal harga selangit, kualitas masih kalah sama yg impor second. Bisa diterima?"
801,mraflirifaldii,😂
802,nomore.oxy,"Mimin cuma mau bilang ""Di gang jualan buah lontar, Sorry bang GA GENTAR""🔥"
803,rhyzaldhy,agak bingung juga sih satu sisi beli thrift bisa dapet barang second kualitas oke dengan harga miring tapi di samping itu juga kita harus support brand fashion lokal dan UMKM apalagi sekarang brand fashion lokal udah makin kreatif
804,yugiiittabxli_,"Lokal produk ya bagus, harga nya bagus. Kalo thrift produk bagus harga sangat terjangkau. Misal kalo tbtb ada occasion yg kudu make blazer, beli baru 300 an paling murah. Sekali pake doang mending thrift under 100k ga si. Jadi kalo udh ga kepakai kaga merasa bersalah banget."
805,muhpri_agung,"Harus di buat kebijakan baru kalo bisnis thrift mau lanjut, agak merugikan negara soalnya mungkin di batasi atau pengepul gedenya harus bercv biar ada pemasukan buat negara lewat pajak. Anjay sotak wkwkwk"
806,kevinn23799,"Kasian juga yg usaha thrift,gua sendiri gak make baju bekas import,tapi gua bisa mikir gini ""kalo usaha thrifting gak ada,nantinya mereka yg sumber penghasilan disini nasibnya gimana,nasib org yg ga mampu beli brand lokal karena budget paspasan gimana?apakah bakalan banyak pengangguran?""

padahal tanpa ditiadakan baju bekas importpun saya mencintai brand lokal,dan mungkin diluaran sana masi banyak org yg cinta brand lokal seperti saya"
807,yanumk,"Gimana tanggapan para pengoreng konten taik? Sudah tau awulawul ilegal dan ladang mafia bisabisanya diup dengan nominal harga yang over wkwkw yaa yang jelas majikannya jadi tau dongg, makannya jatahnya minta dilebihi lagi 🤣 besok lagi buat strategi silent market lah minimal buat market yang ga terlalu vulgar dan yang jelas ora ALAY! WKWK"
808,opor.babi,"Ekosistem nya udah ada mau di hapus, ya kena omel para pelaku thrift lah pak, kalo mau ngembangin industri pakaian local ya harusnya harganya di bikin lokal jugaa, disisi lain konsumsi barang bekas impor ini jugaaa bisa ngurangin limbahh tekstill dunia (sustainable living). Ya efek negatifnya ya limbahh tekstill dunia masuknya ke Indonesia semua karena yang trend thrifting kan Indonesiaa. Mungkin kalo di liat dari sisi baiknya pak jokowi mau ngurangin limbah tekstil yang dikirim ke Indonesia ajaaa CMIWW"
809,nayaadoe_,baca komen 1 jam
810,sansihypersomnia,Produk kw noh 😢
811,jalanlangit_,Kasian juga pengusaha sablon 😢. Gk ada orderan..
812,jalanlangit_,Kasian juga sih yang lokal pride.. jadi kurang pembeli..
813,paulinabunga,Bahas petani lokal juga yu
814,ika.idn,Sangat mengganggunya seperti apa pak contohnya? Saya kurang paham
815,darulkml,Otw tanah abang
816,inuzulajarman,Heheehehee
817,khoirulhidayat__,"Mendingan stop impor garam,beras,daging deh pak drpda impor bahan pokok di korup mulu"
818,riskitou_,Tapi itu membantu per outfit an kita bapak
819,chuwilan.sheng,Setuju. Cintai produk dalam negeri agar Indonesia tumbuh. 🔥🔥Dan bayarlah pajak agar para pejabat menjadi Sultan😌😌
820,_ntang,😂
821,arismhh,Yg lebih mengganggu oknum behabat dan hukum mati si pak yg dibiarin gitu aja
822,erikayuniarr,Plus minusnya diperhatikan pak
823,adistwn18,tees beruang petir now 📈📈📈
824,firahabsy,Semua ada pasarnya sih. Aku juga punya usaha jualan baju brand lokal. Tapi sadar ga semua orang mampu beli baju baru.
825,indrarnst,Lah bukan nya beras gula bawang semua impoe ?sampe2 petani dalam negeri menangis ..
826,m_aldrean,aku cinta produk lokal.
827,rindiardhyanti,"Yang ditutup ya pintu negaranya , bukan pedagang kecil yg ditutup . Toh barang nya lewat dr pintu negara kok, pertanyaannya kok lolos (?) klo bisnis thrift ini bayar pajak apakah akan sama akan ditutup juga bukan alasan krn lokal blg aja minta pajak 😅 gimana jastip2 keluar negeri (?) baju baju bangkok lah dll 😄  gausah alasan ganggu lokal blg aja minta pajak susah bgt😆"
828,tampanberlebih,"Setujuuu... Ente beli brand luar"" yang nyatanya dibikin di indonesia juga, jadi kalo alesan ""kualitas"" barang, kurang valid, kalo alasannya ramah lingkungan, hmmm... Pekerja tekstil lebih butuh makan daripada tekstil,"
829,kangen_ngethrift,"sini sini sinii , disini tempatnya😊"
830,panjigangsalp,Ribet
831,pjwta_,"Apapun brandnya, yg penting harganya 100 ribu dpt 3😂"
832,tabenak_,Tapi..tapi pakaian produk dalam negeri kualitasnya hmmm 🥲
833,98fayzzz,Ngurusin amat ya selera orang kan beda beda😂
834,kapalpetcah2nd,TOPI/CAPS BRANDED AKU ADA
835,kurniadeniiii,"Negara rugi, klau untung jga diem2 aja gk di bagiin ke masyarakt 😂"
836,afif.amandhani,Urusin yang korup aja pak
837,arsyanzml_,Ini
838,reynhwww,bocah beruang petir tertawa melihat ini
839,lalaaa_kamila,"Sekedar sharing, ortuku UMKM, belanja pakaian jadi (baru) dan jahit sendiri untuk dijual lagi. Dari cerita² ortu dan temen² sejawat beliau, adanya baju thirft mengganggu harga pasar. Yap, semua ada pasarnya masing². Tapi industri thirft ini perbandingan harganya signifikan bgt. Tapi sebenarnya pun, gk cuma thrift yg ganggu harga pasar. Semoga ada solusi yg bisa naikin UMKM & bisnis lokal, menguntungkan buat negara, dan rakyat juga bisa tetep cari nafkah dengan untung dan tenang."
840,rizkia_rey,"Hallo Pak presiden ku  @jokowi ,kayaknya gausah ampe segitu nya deh pak ngurus orang belanja apa dan sprti apa , mending bapak fokus urus aja pak yg jauh lebih penting drpd urus in barang thrift atau local brand ,mending ubah tuh UU soal anak dibawah umur pakk yg skg makin marak jadi PEMBU*UH 🙂 bapak tau ga?berapa bnyak anak muda yg jd pedagang thrift trus hasilnya bisa bantu² orgtua nya ,bapak tau gak ??saya pun salah 1 pedagang thriftshop dimana bisa bantu khidupan saya setelah dipecat karna covid ,pemerintah bsa bantu apa emang??sama yg pada nganggur?sama yg terkena dampak covid??bansos???bansos aja banyak yg ga tepat sasaran ,gausah banding²in thrift akan merusak local brand pak ,orang belanja juga sesuai sama kemampuan masing² ,drpd beli KW , harusnya bapak fokus jg ke fast fashion kaya Z*ARA ,HM,PB ,dimana banyak bgt yg gandrungi ,jd gausah usik pak ,,rakyat bapak hebat² loh ga putus asa saat kena dampak ekonomi ,mereka banyak yg jualan sec brand dimana modal nya juga ga menyulitkan mereka 🙂 itu aja sih tanggapan saya sebagai rakyat ,saya juga berhak bersuara kan?"
841,kapalpetcah2nd,🐻🐻🐻⚡⚡⚡
842,_bagassagab,artinya apa bng messi?
843,diahsal_,"Aku support produk UMKM tapi ga bisa dipungkiri, kadang yg saya butuhin malah dptnya di penjualan barang2 bekas."
844,kimabdlh,"Kan ada baiknya juga, biar ramah lingkungan"
845,aditprtma_,Fix tangkep si arap guys @rafi_dhiyaulhaq21 @fhrifahrezi @_lamberrtus_
846,cacasurbakti,Loak
847,raiss_bas,HATI” SEMUANYA INDONESIA DARI DULU GAPERNAH SEHAT
848,areyouokedude,BAWAHAN BAPAK TUH BANYAK YG RUGIIN RAKYAT MENDING DI URUSIN SANA JANGAN SEGALA NGURUSIN BEGINIAN NGERUGIIN JUGA KAGA!!
849,alfirjn,"indonesia negara limbah, ada permintaan ada barang."
850,cropty_addict,Cewe2 pecinta croptop sinii masuuukkk kukasih racun2 kegemoyan 😍
851,ykstore_id,Yuuuk cek feeds kita bnyk baju gemoy😍
852,carlosimann,Really?? Apa bedanya Import thrift sama Brand International yg dijual dlm negeri? Gada Pak! Malahan sama” rugiin produk local 🥺 kalo mmng niatan Improve product UMKM….imo
853,mi.rr.a,Lagian produk dalam negri kureng gitu pa 🙃
854,nandafnasution_,"Kalo dikenai pajak, boleh ga pak?"
855,suryonegorooo,Knpa beras impor ya?
856,hardimas.hutama,The one who protest it is @dppappdki. Item fast fashion mereka di mall gak laku karena banyak di thrift
857,suryauyahadiwinata,Kurang jalan² ke mall mangkanya ga tau.
858,gofabric.co,Setuju pak
859,jakdupa,yg salah itu produk bajakan
860,zaki.amrullah,@tjeyy__
861,kicelol,gws buat team thrifting @alifiaa.cpp @whorespital_ 🥺🥺🥺🥺🥺
862,angellala_m,gimana nasibku yg syuka order shoppe dari luar negri 😢
863,aldy_ale,Kali ini kita sepaham pak😂😂
864,ikididol.stuff,Teruss pieee ???
865,dandiearl,Ada gak ya orang luar nge thrift baju-baju lokal Indonesia?
866,racunnyadisini_,Gini amat hidup di negara yang terlalu berkembang🤣
867,hottboyacee,"kalo mau turunin harga yg lokal, baru deh gpp"
868,ripay_.second18,Cek akun saya Kaka bnyk brang baru wakakak🤣
869,awallib,Im not with you in this Mr President @jokowi this is not how we treat a free trade🤦🏻‍♂️
870,kukirasiapa2,Long Live Tuan Raja Yang Dipertuan Agung
871,liantifitri,Soalnya banyak korban spal spil pa 😂
872,sn.paath,"kalo ada yg mahal, kenapa harus beli yg murah💸💸💸"
873,stlovesuh,qpa sih
874,rizal_talanggai,"Yang lokal murah kualitas bagus ya banyak contohnha @aerostreet ya emang anak sekarang gak memantaskan dg yang di pakai tapi lebih mengutamakan brand padahal klo di pakai gak banget gak cocok, menang nama brand luar aja"
875,kevinzagallo,@endar_pohan wkwkwk
876,_aabys,😂
877,gugun_naraa,"Apa lagi yang bawa2 brand, harga nya bisa 350k/500k padahal di store baru nya cuman 400k an doang, ANEH"
878,broodim,"Jangan baju aja dong, yg lain yg import juga berarti mengganggu dong, jangan pilih kasih dong, chuaksss"
879,ini.raddit_,Mending jadiin pasar amal
880,shafronisme,KALO IMPORT BERAS GAPAPA YA PAK?
881,idaja05,@n__dysf
882,nafaariza,Dala malas
883,not_realengineer,"Iya pak, nanti bisa deh dikirim kaos bantengnya"
884,mo.on_bls_cintaku,Brand lokal belum ada yg bahannya seenak dan cuttingannya secakep uni*lo
885,anggipradn,"Sedih,tapi industri lokal harus berjaya,sikat pakde"
886,ahmdfiqimlna,🔥ati ati bang ilang
887,lucky_widiyanto,Prinsip : Mending beli baju murah tapi baru dripada baju bekas tpi harga standart
888,ngoksiex_l,Lahh.. gimana sih
889,fico_p.h,😂😂
890,mbnk1994,@moehammadrifai @asrori1991
891,hyomibb_,mo thrift sempag
892,wahyds_,tapi yg kuasai Textile garmen sebetulnya China semua si... ya 90 %.. yang terganggu siapa?
893,herdita.caprina,Local brand apa fast fashion? Wkwk
894,lckyyrmdaansptraaa,Urus beras dulu la pak
895,eehmamen,@yogawirawan90 gimana pak?😂
896,notsayingrr,@yukinuardi_ gimana tanggapan
897,sigit.nugr,@yunadesuyoo wkwkwkw gimana nih yun ??
898,aldofirdaus__,Siyap siap jadi org prindapan
899,puriid__,Anying mana dlu gw coblos ini lagi 😢
900,reisha.ap,berisik
901,gientryr,😄😄
902,babycrunchs,Import tenaga asing gimana???
903,soliihiin_,"Maafkan saya  penikmat baju bekas Batam,"
904,chmdynia,Afa iyah? Impor Beras dll gimana? Mengganggu produksi dalem negeri gak ?
905,mirnachinot,Market pasarnya sdh ada masing²..tidak perlu khawatir sih sebenernya sm barang thrift ini...🙂
906,karismawidia936,👏👏👏
907,tirta_hana,Iya
908,lavenderoseee,"ga ngerti lagi, padahal itu menyangkut selera dan kemampuan finansial masing2 individu🥲 semangat pejuang cuan🫶"
909,andhikaprdn_,Made in china😂
910,jualan_hayam_hirup,"jualan hayam hirup wae kitu ieuteh hm,-"
911,21blacklist__,Halah K*NT*L
912,umatposser_,"Lokal = mahal kualitas kurang, indonesia rata' kalangan menengah kebawah cari yg murah serta kualitass yg baik"
913,mas_ariyantoo,"Contoh pakaian lokal yang patut di support @eigeradventure , bismillah jaket baru"
914,ga_habis_fikri,Selain mendukung umkm lokal mari kita dukung bapak jadi presiden di 2024 chuaaakz
915,itsmenzwa,Dalam negeri harga 40 jelek” pak thrift luar negeri 35 dapet  bagus wkwk
916,spartaclean_official,Mengganggu investor luar keles 😂🙌
917,kiwdipie,🤦🤦🤦
918,dermwnn_,Hmmmmm
919,rmd.mardhi,"Dah tau sangat menggangu buat industri dalam negeri, tapi izin masuk di kasi terus😂"
920,aldid.exe,Tidack setuju
921,intan.wulansariii,😂😂
922,tintamerah17,Hehe👏🔥
923,iamkhanafi_,Cok Lato Lato Aja Di jual 250 rb ke bule 😂
924,nurafika53,Ya gimana ya orangnya barangnya murah+berkualitas
925,icalt.r,"Ya industri dlm negri mikir dikit lah,kualitas dan bentuk di bawah standar,harga melebihi Bran luar"
926,_nugrahajey,😢
927,artsalanseven,"Ingeeet paaak…pajak kita aja dibeliin rubicon sama pejabat pajak, bea impor kita dipake beli harley sama si eko darmanto…itu sangat mengganggu emosi kami pak 😂😂😂"
928,sebellgram_,SIAPA YG KOMPORIN BPK YA
929,faridridwanpaz,Ga ada cuan buat pemerintah dianggap mengganggu
930,syabila_abigail,dalbo namanya
931,egawrdnidrhm,Oportunis
932,vitariaesther,"Pak, UMR kami gak cukup beli baju baru produk lokal 😂🤣"
933,f.pradana_paddock,@prasetio_id 😢
934,farrashauraa,mau bergengsi cm ga modal
935,noverizalsyahdan,beli topi second disini aja kk @straight.thrift 😝
936,mohamad_yusupp,Mending lokalbrand si
937,adb8l,Maksudnya pakeang cakabongkar ka?
938,ummu_fatih08,"bagaimana dg impor beras, gula, kedelai, bawang, dlllllll....apa gk mengganggu petani d dlm negri jg?"
939,nora_siburian,Emang
940,_me18kg,TIDAKKKKK
941,rayen.plg,Yo ndak tau kok tanya saya
942,joohann,"Bad for environment because new clothes need to made. To color the fabric they use very toxic coloring. We know the state of citarum and the people around it, right?!"
943,sagaraanakk,"Masyarakat Indonesia ini ekonominya mayoritas kelas menengah ke bawah, tapi keinginannya mewah harga bawah sedangkan produk lokal untuk ukuran masyarakat Indonesia itu sudah masuk taraf harga kelas atas, lantas kenapa harus mematikan sebelah pihak ? Masih ada solusi lain pak, apabila ingin masyarakat memilih brand lokal NAIKAN TARAF EKONOMINYA, BERI PEKERJAAN YANG LAYAK DAN GAJI YANG WAJAR, Supaya mereka tidak beranggapan bahwasannya brand lokal itu mahal !"
944,irfan.yahyaa_,"besok"" gausah impor TKA,beras,bawang juga pak"
945,martinronaldohendriks,Klo soal virus di baju impor. Sebelum di pake makanya harus di cuci bersih dulu. Baju impor murah dan bahan berkualitas klo lokal udah mahal bahannya juga gak sebanding😢
946,nurandalask,"Jangan ganggu Cimol kami Pak, aku udh biasa belanja 100 ribu dapet 5 Baju soalnya, Cimol idodalku 🙏"
947,caavellaa,@rrickyyye
948,sitinurhidayah2911,kalo koruptor mengganggu industri dalam negri gak pak ?
949,iyannoya_run79,Gak usah urus baju bekas pak... mereka bayar pajak juga itu... yang diurus itu Uang pajak pade hilang pak. Gimana bu @smindrawati
950,hemia_abdullah,Pak tolongin kawal kasus Baubau pak @jokowi
951,mhmd.taufiq23_,"#stopthrifting budayakan membeli barang dari dalam negri,supaya harga normal kembali."
952,gnradhitya,Lah kocak
